scenario_id,route_id,route_type,origin_node_type,origin_name,destination_node_type,destination_name,flow_category,flow_label,quantity,quantity_unit,routing_provider,routing_status,straight_line_km,road_distance_km,distance_nm,duration_min,duration_hours_estimate,fuel_liters_per_trip,driver_hours_per_trip,estimated_trip_cost_krw,risk_score,route_geometry_points,route_road_summary,routing_note,status
baseline,route_baseline_fac_496dda5a33_fac_priority_4bcce541d9,component_factory_to_priority_assembly_factory,factory,(주)에스피지,priority_final_assembly_factory,아스트로엑스 / AstroX · 인천 로봇타워 R&D·제조거점,propulsion,Propulsion,4405,units_30d,OSRM public demo server,routed,9.6,13.3,,18.1,,2.0,0.3,11900,0.12,27,unnamed road 2.5km → 광명로 1.7km → 110 / 제2경인고속도로 2.7km → 100 / 수도권제1순환고속도로 1.9km → 소사로 2.9km,Prototype route from OpenStreetMap road graph. Production should use approved provider or self-hosted OSRM.,primary
baseline,route_baseline_fac_b9b6abc2fa_fac_priority_f1709ef7e1,component_factory_to_priority_assembly_factory,factory,한국보우모터스 주식회사,priority_final_assembly_factory,프리뉴 / PRENEU · 안산 Manufacturing Center,propulsion,Propulsion,3910,units_30d,OSRM public demo server,routed,60.9,82.9,,77.2,,12.8,1.29,57700,0.12,28,302 / 진안로 2.3km → 302 / 종합운동장로 2.2km → unnamed road 3.1km → 29 / 세종포천고속도로 38.4km → 43 / 포은대로 3.2km,Prototype route from OpenStreetMap road graph. Production should use approved provider or self-hosted OSRM.,primary
baseline,route_baseline_fac_a4d3f730aa_fac_priority_4bcce541d9,component_factory_to_priority_assembly_factory,factory,에코모터,priority_final_assembly_factory,아스트로엑스 / AstroX · 인천 로봇타워 R&D·제조거점,propulsion,Propulsion,3019,units_30d,OSRM public demo server,routed,12.0,15.3,,18.0,,2.4,0.3,12400,0.12,25,서부간선도로 3.2km → 가산디지털2로 0.8km → 디지털로 0.8km → 오리로 3.7km → 46 / 경인로 4.0km,Prototype route from OpenStreetMap road graph. Production should use approved provider or self-hosted OSRM.,primary
baseline,route_baseline_fac_39453d026e_fac_priority_f1709ef7e1,component_factory_to_priority_assembly_factory,factory,부원광학(주),priority_final_assembly_factory,프리뉴 / PRENEU · 안산 Manufacturing Center,sensor_payload,Sensor,2178,units_30d,OSRM public demo server,routed,6.0,31.0,,31.2,,4.8,0.52,22700,0.12,32,35 / 중부고속도로 17.3km → unnamed road 2.4km → 189 / 창우로 2.2km → 45 6.2km → 16 / 북한강로 0.8km,Prototype route from OpenStreetMap road graph. Production should use approved provider or self-hosted OSRM.,primary
baseline,route_baseline_fac_864caccf17_fac_priority_38de94e360,component_factory_to_priority_assembly_factory,factory,(주)그린광학 (1공장),priority_final_assembly_factory,유콘시스템 / UCONSYSTEM · 대전 본사 / 생산기지 가정,sensor_payload,Sensor,2054,units_30d,OSRM public demo server,routed,42.2,52.9,,46.0,,8.1,0.77,35300,0.12,20,17 / 공항로 1.4km → unnamed road 3.5km → 96; 540 / 오창대로 1.5km → 35 / 중부고속도로 14.4km → 1 / 경부고속도로 17.2km,Prototype route from OpenStreetMap road graph. Production should use approved provider or self-hosted OSRM.,primary
baseline,route_baseline_fac_574770868e_fac_priority_d14c61f1b0,component_factory_to_priority_assembly_factory,factory,(주)한광옵토,priority_final_assembly_factory,파블로항공 / PABLO AIR · 송도 제조센터,sensor_payload,Sensor,2178,units_30d,OSRM public demo server,routed,18.2,27.2,,27.6,,4.2,0.46,20000,0.12,27,"42 / 수인로 1.7km → unnamed road 1.6km → 마유로 2.2km → 100 / 수도권제1순환고속도로 10.3km → 120: 서울, 인천 0.8km",Prototype route from OpenStreetMap road graph. Production should use approved provider or self-hosted OSRM.,primary
baseline,route_baseline_fac_5b9b5c4665_fac_priority_7660b03367,component_factory_to_priority_assembly_factory,factory,(주)삼양옵틱스,priority_final_assembly_factory,대한항공 항공우주사업본부 · 대한항공 테크센터,sensor_payload,Sensor,2301,units_30d,OSRM public demo server,routed,27.4,42.2,,41.8,,6.5,0.7,30500,0.12,26,unnamed road 4.8km → 자여로 1.7km → 10 / 남해고속도로 12.4km → 104 / 남해고속도로제2지선 5.1km → 율하4로 1.1km,Prototype route from OpenStreetMap road graph. Production should use approved provider or self-hosted OSRM.,primary
baseline,route_baseline_fac_700aec486e_fac_priority_a2d8939ba2,component_factory_to_priority_assembly_factory,factory,케이에스아이㈜,priority_final_assembly_factory,유비파이 / UVify · 의왕 연구소 / 생산기지,sensor_payload,Sensor,1289,units_30d,OSRM public demo server,routed,12.8,15.1,,15.8,,2.3,0.26,11300,0.12,16,강변북로 1.5km → unnamed road 0.4km → 37 / 여주북로 7.6km → 37 / 여양로 4.7km → 70 / 여양1로 0.5km,Prototype route from OpenStreetMap road graph. Production should use approved provider or self-hosted OSRM.,primary
baseline,route_baseline_fac_94c213e613_fac_priority_a2d8939ba2,component_factory_to_priority_assembly_factory,factory,정일금형정공(주),priority_final_assembly_factory,유비파이 / UVify · 의왕 연구소 / 생산기지,airframe,Airframe,2920,units_30d,OSRM public demo server,routed,17.4,28.3,,29.9,,4.4,0.5,21400,0.12,28,재안동길 0.5km → 봉상길 1.2km → 6; 44 / 경강로 12.7km → 88 1.8km → 37 / 양평로 7.6km,Prototype route from OpenStreetMap road graph. Production should use approved provider or self-hosted OSRM.,primary
baseline,route_baseline_fac_82ab4f0707_fac_priority_d8652de781,component_factory_to_priority_assembly_factory,factory,대성플라스틱,priority_final_assembly_factory,본AI · 상주 생산공장,airframe,Airframe,2400,units_30d,OSRM public demo server,routed,10.8,21.0,,26.2,,3.2,0.44,17700,0.12,38,unnamed road 8.9km → 35 / 충효로 6.5km → 길안청송로 5.5km,Prototype route from OpenStreetMap road graph. Production should use approved provider or self-hosted OSRM.,primary
baseline,route_baseline_fac_c647d0865d_fac_priority_a2d8939ba2,component_factory_to_priority_assembly_factory,factory,에이테크솔루션(주),priority_final_assembly_factory,유비파이 / UVify · 의왕 연구소 / 생산기지,airframe,Airframe,3341,units_30d,OSRM public demo server,routed,20.8,25.0,,30.1,,3.8,0.5,20600,0.12,36,unnamed road 0.9km → 37 / 마유산로 10.4km → 6; 37; 44 / 경강로 1.1km → 양평로 8.3km → 37 / 개군로 0.8km,Prototype route from OpenStreetMap road graph. Production should use approved provider or self-hosted OSRM.,primary
baseline,route_baseline_fac_cc1c9e0bfe_fac_priority_38de94e360,component_factory_to_priority_assembly_factory,factory,(주)델타금형컴퍼니,priority_final_assembly_factory,유콘시스템 / UCONSYSTEM · 대전 본사 / 생산기지 가정,airframe,Airframe,1339,units_30d,OSRM public demo server,routed,133.0,154.4,,124.5,,23.8,2.08,98500,0.12,32,"1 / 하서대로 8.4km → unnamed road 0.6km → 25 / 호남고속도로 139.3km → 유성, 계룡산국립공원, 국립대전현충원 0.8km → 월드컵대로 0.5km",Prototype route from OpenStreetMap road graph. Production should use approved provider or self-hosted OSRM.,primary
baseline,route_baseline_fac_3215491325_fac_priority_38de94e360,component_factory_to_priority_assembly_factory,factory,대한전선(주),priority_final_assembly_factory,유콘시스템 / UCONSYSTEM · 대전 본사 / 생산기지 가정,harness,Harness,3019,units_30d,OSRM public demo server,routed,60.8,84.7,,79.2,,13.0,1.32,59100,0.12,53,unnamed road 4.5km → 봉수산로 4.2km → 604 / 용두장신길 2.9km → 604 / 장신신흥길 3.2km → 70; 645 / 청신로 1.9km,Prototype route from OpenStreetMap road graph. Production should use approved provider or self-hosted OSRM.,primary
baseline,route_baseline_fac_18d73ec4e7_fac_priority_38de94e360,component_factory_to_priority_assembly_factory,factory,한미전선(주),priority_final_assembly_factory,유콘시스템 / UCONSYSTEM · 대전 본사 / 생산기지 가정,harness,Harness,2797,units_30d,OSRM public demo server,routed,34.7,43.7,,40.2,,6.7,0.67,30200,0.12,27,오송가락로 1.2km → 1 / 경부고속도로 25.9km → 신탄진 0.9km → 17 / 신탄진로 2.4km → unnamed road 1.0km,Prototype route from OpenStreetMap road graph. Production should use approved provider or self-hosted OSRM.,primary
baseline,route_baseline_fac_e9184ea9bd_fac_priority_38de94e360,component_factory_to_priority_assembly_factory,factory,(주)금화전선,priority_final_assembly_factory,유콘시스템 / UCONSYSTEM · 대전 본사 / 생산기지 가정,harness,Harness,2524,units_30d,OSRM public demo server,routed,38.4,49.1,,47.8,,7.6,0.8,35100,0.12,32,엘지로 4.5km → 대신로 1.5km → 직지대로 1.5km → unnamed road 1.5km → 35 / 중부고속도로 6.6km,Prototype route from OpenStreetMap road graph. Production should use approved provider or self-hosted OSRM.,primary
baseline,route_baseline_fac_b0e7ca700a_fac_priority_115bd4ae5d,component_factory_to_priority_assembly_factory,factory,가온전선(주),priority_final_assembly_factory,두산모빌리티이노베이션 / DMI · 두산기술원,harness,Harness,1660,units_30d,OSRM public demo server,routed,16.4,23.6,,26.7,,3.6,0.45,18600,0.12,34,341 / 용문산로 1.4km → 6; 44 6.9km → 88 2.2km → 시민로 1.1km → 98 / 양평대교길 0.8km,Prototype route from OpenStreetMap road graph. Production should use approved provider or self-hosted OSRM.,primary
baseline,route_baseline_fac_cb50eed1fd_fac_priority_d14c61f1b0,component_factory_to_priority_assembly_factory,factory,(주)신안포장,priority_final_assembly_factory,파블로항공 / PABLO AIR · 송도 제조센터,qa_packaging,QA,3415,units_30d,OSRM public demo server,routed,35.0,48.0,,41.9,,7.4,0.7,32100,0.12,26,"39 / 신호국로 1.2km → unnamed road 2.3km → 39 / 가마골로 0.6km → 100 / 수도권제1순환고속도로 32.0km → 120: 서울, 인천 1.2km",Prototype route from OpenStreetMap road graph. Production should use approved provider or self-hosted OSRM.,primary
baseline,route_baseline_fac_be98174b87_fac_priority_f1709ef7e1,component_factory_to_priority_assembly_factory,factory,양지포장,priority_final_assembly_factory,프리뉴 / PRENEU · 안산 Manufacturing Center,qa_packaging,QA,3069,units_30d,OSRM public demo server,routed,40.9,55.5,,57.2,,8.5,0.95,41200,0.12,22,unnamed road 2.5km → 56 / 청군로 0.9km → 87 / 포천로 14.0km → 98 2.1km → 400 / 수도권제2순환고속도로 23.7km,Prototype route from OpenStreetMap road graph. Production should use approved provider or self-hosted OSRM.,primary
baseline,route_baseline_fac_ee30082ddc_fac_priority_a2d8939ba2,component_factory_to_priority_assembly_factory,factory,미래포장(주),priority_final_assembly_factory,유비파이 / UVify · 의왕 연구소 / 생산기지,qa_packaging,QA,3391,units_30d,OSRM public demo server,routed,6.6,9.7,,14.6,,1.5,0.24,9400,0.12,27,unnamed road 3.1km → 수곡로 1.0km → 추읍로 1.2km → 계전길 2.0km → 70 / 여양1로 2.4km,Prototype route from OpenStreetMap road graph. Production should use approved provider or self-hosted OSRM.,primary
baseline,route_baseline_fac_8fd2d14ece_fac_priority_7660b03367,component_factory_to_priority_assembly_factory,factory,(주)태광수출포장,priority_final_assembly_factory,대한항공 항공우주사업본부 · 대한항공 테크센터,qa_packaging,QA,125,units_30d,OSRM public demo server,routed,18.6,22.1,,20.0,,3.4,0.33,15100,0.12,24,104 / 남해고속도로제2지선 4.2km → 율하4로 1.1km → unnamed road 0.7km → 남해안대로 4.7km → 세산고가도로 0.8km,Prototype route from OpenStreetMap road graph. Production should use approved provider or self-hosted OSRM.,primary
western_axis_threat,sea_western_axis_threat_src_jp_maizuru_magnets_port_donghae,maritime_import,foreign_material_source,Maizuru,import_port,Donghae Port,ndfeb_magnet_feedstock,ndfeb_magnet_feedstock,3783,kg_30d,D4D maritime corridor estimate,maritime_corridor_estimate,,,325.7,,21.0,,,,0.216,5,,"Route corridors are coarse public-demo logistics lanes, not operational vessel tasking or protected convoy guidance.",east_sea_preferred
western_axis_threat,sea_western_axis_threat_src_jp_niigata_battery_port_donghae,maritime_import,foreign_material_source,Niigata,import_port,Donghae Port,lithium_battery_feedstock,lithium_battery_feedstock,11419,kg_30d,D4D maritime corridor estimate,maritime_corridor_estimate,,,474.2,,30.6,,,,0.188,5,,"Route corridors are coarse public-demo logistics lanes, not operational vessel tasking or protected convoy guidance.",east_sea_preferred
western_axis_threat,sea_western_axis_threat_src_jp_kitakyushu_electronics_port_busan,maritime_import,foreign_material_source,Kitakyushu,import_port,Busan Port,copper_electronics_feedstock,copper_electronics_feedstock,7100,kg_30d,D4D maritime corridor estimate,maritime_corridor_estimate,,,117.1,,7.6,,,,0.143,5,,"Route corridors are coarse public-demo logistics lanes, not operational vessel tasking or protected convoy guidance.",southern_port_link
western_axis_threat,sea_western_axis_threat_src_jp_nagoya_composite_port_ulsan,maritime_import,foreign_material_source,Nagoya,import_port,Ulsan Port,lightweight_airframe_feedstock,lightweight_airframe_feedstock,13248,kg_30d,D4D maritime corridor estimate,maritime_corridor_estimate,,,528.7,,34.1,,,,0.228,8,,"Route corridors are coarse public-demo logistics lanes, not operational vessel tasking or protected convoy guidance.",southern_port_link
western_axis_threat,sea_western_axis_threat_src_jp_yokohama_optics_port_pohang,maritime_import,foreign_material_source,Yokohama,import_port,Pohang Port,optical_sensor_components,optical_sensor_components,1218,kg_30d,D4D maritime corridor estimate,maritime_corridor_estimate,,,685.0,,44.2,,,,0.212,9,,"Route corridors are coarse public-demo logistics lanes, not operational vessel tasking or protected convoy guidance.",east_sea_preferred
western_axis_threat,sea_western_axis_threat_src_jp_kobe_polymers_port_busan,maritime_import,foreign_material_source,Kobe,import_port,Busan Port,industrial_polymers_packaging,industrial_polymers_packaging,8035,kg_30d,D4D maritime corridor estimate,maritime_corridor_estimate,,,333.3,,21.5,,,,0.233,7,,"Route corridors are coarse public-demo logistics lanes, not operational vessel tasking or protected convoy guidance.",southern_port_link
western_axis_threat,matroad_western_axis_threat_ndfeb_magnet_feedstock_port_donghae_fac_a361915069_1,port_to_factory_material,import_port,Donghae Port,factory,하이젠 모터(주),ndfeb_magnet_feedstock,NdFeB,328,kg_30d,OSRM public demo server,routed,263.5,330.2,,294.1,,50.8,4.9,223600,,32,7 / 동해대로 138.5km → 65 / 동해고속도로 30.8km → 영일만대로 19.6km → 20 / 건포산업로 21.4km → 20 / 외현로 16.4km,Prototype route from OpenStreetMap road graph. Production should use approved provider or self-hosted OSRM.,import-to-factory
western_axis_threat,matroad_western_axis_threat_ndfeb_magnet_feedstock_port_donghae_fac_7f2271c9dd_2,port_to_factory_material,import_port,Donghae Port,factory,에이지테크(주),ndfeb_magnet_feedstock,NdFeB,320,kg_30d,OSRM public demo server,routed,252.1,317.8,,290.1,,48.9,4.83,218500,,30,7 / 동해대로 138.5km → 65 / 동해고속도로 30.8km → 영일만대로 19.6km → 20 / 건포산업로 21.4km → 20 / 외현로 16.4km,Prototype route from OpenStreetMap road graph. Production should use approved provider or self-hosted OSRM.,import-to-factory
western_axis_threat,matroad_western_axis_threat_ndfeb_magnet_feedstock_port_donghae_fac_c9c7e34696_3,port_to_factory_material,import_port,Donghae Port,factory,(주)세신정밀,ndfeb_magnet_feedstock,NdFeB,317,kg_30d,OSRM public demo server,routed,198.1,266.6,,255.9,,41.0,4.26,189100,,34,38; 28 / 강원남부로 17.5km → 38; 424 11.5km → 강원남부로 7.6km → 동태백로 11.6km → 31; 35 / 파인토피아로 55.7km,Prototype route from OpenStreetMap road graph. Production should use approved provider or self-hosted OSRM.,import-to-factory
western_axis_threat,matroad_western_axis_threat_ndfeb_magnet_feedstock_port_donghae_fac_af17d777fb_4,port_to_factory_material,import_port,Donghae Port,factory,대상공업,ndfeb_magnet_feedstock,NdFeB,279,kg_30d,OSRM public demo server,routed,230.6,301.0,,272.2,,46.3,4.54,205700,,34,38; 28 / 강원남부로 17.5km → 38; 424 11.5km → 강원남부로 7.6km → 동태백로 11.6km → 31; 35 / 파인토피아로 55.7km,Prototype route from OpenStreetMap road graph. Production should use approved provider or self-hosted OSRM.,import-to-factory
western_axis_threat,matroad_western_axis_threat_lithium_battery_feedstock_port_donghae_fac_673f38594f_1,port_to_factory_material,import_port,Donghae Port,factory,(주)에코프로지이엠,lithium_battery_feedstock,Battery,2725,kg_30d,OSRM public demo server,routed,103.7,145.0,,171.1,,22.3,2.85,117800,,39,38; 28 / 강원남부로 17.5km → 38; 424 11.5km → 강원남부로 7.6km → 동태백로 11.6km → 31; 35 / 파인토피아로 23.6km,Prototype route from OpenStreetMap road graph. Production should use approved provider or self-hosted OSRM.,import-to-factory
western_axis_threat,matroad_western_axis_threat_lithium_battery_feedstock_port_donghae_fac_cf822580e7_2,port_to_factory_material,import_port,Donghae Port,factory,도레이배터리세퍼레이터필름한국(유),lithium_battery_feedstock,Battery,2725,kg_30d,OSRM public demo server,routed,91.1,130.5,,144.5,,20.1,2.41,101600,,56,38; 28 / 강원남부로 17.5km → 38; 424 / 강원남부로 3.1km → 38; 424 11.5km → 강원남부로 7.6km → 동태백로 11.6km,Prototype route from OpenStreetMap road graph. Production should use approved provider or self-hosted OSRM.,import-to-factory
western_axis_threat,matroad_western_axis_threat_lithium_battery_feedstock_port_donghae_fac_40abaf57ad_3,port_to_factory_material,import_port,Donghae Port,factory,(주)엘지화학,lithium_battery_feedstock,Battery,2553,kg_30d,OSRM public demo server,routed,271.5,378.8,,317.6,,58.3,5.29,247300,,45,38; 28 / 강원남부로 17.5km → 38 / 강원남로 41.0km → 31; 38; 59 / 강원남로 26.6km → 38 / 북부로 17.7km → 40 / 평택제천고속도로 37.6km,Prototype route from OpenStreetMap road graph. Production should use approved provider or self-hosted OSRM.,import-to-factory
western_axis_threat,matroad_western_axis_threat_lithium_battery_feedstock_port_donghae_fac_f331d39f34_4,port_to_factory_material,import_port,Donghae Port,factory,세방산업(주),lithium_battery_feedstock,Battery,2509,kg_30d,OSRM public demo server,routed,322.6,434.1,,371.3,,66.8,6.19,286800,,45,38; 28 / 강원남부로 17.5km → 38; 424 11.5km → 강원남부로 7.6km → 동태백로 11.6km → 31; 35 / 파인토피아로 55.7km,Prototype route from OpenStreetMap road graph. Production should use approved provider or self-hosted OSRM.,import-to-factory
western_axis_threat,matroad_western_axis_threat_copper_electronics_feedstock_port_busan_fac_de8898e30b_1,port_to_factory_material,import_port,Busan Port,factory,고려전선(주),copper_electronics_feedstock,Copper/PCB,453,kg_30d,OSRM public demo server,routed,106.6,135.8,,105.2,,20.9,1.75,84600,,32,33 / 성남로 3.0km → 33 / 관문대로 2.4km → 33 / 백양터널 2.4km → 55 / 대구부산고속도로 85.7km → 25 / 달구벌대로 7.6km,Prototype route from OpenStreetMap road graph. Production should use approved provider or self-hosted OSRM.,import-to-factory
western_axis_threat,matroad_western_axis_threat_copper_electronics_feedstock_port_busan_fac_057f46ae7f_2,port_to_factory_material,import_port,Busan Port,factory,(주)대건테크,copper_electronics_feedstock,Copper/PCB,440,kg_30d,OSRM public demo server,routed,37.8,43.3,,37.8,,6.7,0.63,29000,,30,대청로 1.0km → 2; 77 / 낙동대로 4.7km → 2; 77 / 낙동남로 7.0km → 58; 69 / 생곡로 3.6km → 세산고가도로 0.8km,Prototype route from OpenStreetMap road graph. Production should use approved provider or self-hosted OSRM.,import-to-factory
western_axis_threat,matroad_western_axis_threat_copper_electronics_feedstock_port_busan_fac_798af9d574_3,port_to_factory_material,import_port,Busan Port,factory,기성전선(주),copper_electronics_feedstock,Copper/PCB,410,kg_30d,OSRM public demo server,routed,16.8,22.5,,22.1,,3.5,0.37,16200,,46,대교로 1.3km → 태종로 1.3km → 부산항대교접속고가도로 3.4km → 신선대지하도로 2.3km → 대연고가도로 1.2km,Prototype route from OpenStreetMap road graph. Production should use approved provider or self-hosted OSRM.,import-to-factory
western_axis_threat,matroad_western_axis_threat_copper_electronics_feedstock_port_busan_fac_da18417347_4,port_to_factory_material,import_port,Busan Port,factory,삼부전선(주),copper_electronics_feedstock,Copper/PCB,405,kg_30d,OSRM public demo server,routed,90.5,120.9,,105.1,,18.6,1.75,80700,,47,51 / 학감대로 2.0km → 104 / 남해고속도로제2지선 19.7km → 10 / 남해고속도로 29.3km → 45 / 중부내륙고속도로 19.5km → 79 / 영산장마로 5.9km,Prototype route from OpenStreetMap road graph. Production should use approved provider or self-hosted OSRM.,import-to-factory
western_axis_threat,matroad_western_axis_threat_lightweight_airframe_feedstock_port_ulsan_fac_7535e7d481_1,port_to_factory_material,import_port,Ulsan Port,factory,(주)데크카본,lightweight_airframe_feedstock,Composite,4092,kg_30d,OSRM public demo server,routed,207.3,269.9,,226.9,,41.5,3.78,176500,,52,14 / 함양울산고속도로 71.2km → 45 / 중부내륙고속도로 36.3km → 12 / 광주대구고속도로 44.9km → 24; 26; 37 / 거함대로 13.1km → 26 / 육십령로 9.7km,Prototype route from OpenStreetMap road graph. Production should use approved provider or self-hosted OSRM.,import-to-factory
western_axis_threat,matroad_western_axis_threat_lightweight_airframe_feedstock_port_ulsan_fac_94c213e613_2,port_to_factory_material,import_port,Ulsan Port,factory,정일금형정공(주),lightweight_airframe_feedstock,Composite,3959,kg_30d,OSRM public demo server,routed,272.6,355.9,,273.2,,54.8,4.55,220600,,42,용잠로 4.4km → 20 / 남부순환도로 8.5km → 16 / 울산고속도로 13.7km → 1 / 경부고속도로 41.7km → 경부고속도로 8.5km,Prototype route from OpenStreetMap road graph. Production should use approved provider or self-hosted OSRM.,import-to-factory
western_axis_threat,matroad_western_axis_threat_lightweight_airframe_feedstock_port_ulsan_fac_82ab4f0707_3,port_to_factory_material,import_port,Ulsan Port,factory,대성플라스틱,lightweight_airframe_feedstock,Composite,3452,kg_30d,OSRM public demo server,routed,106.7,165.8,,153.1,,25.5,2.55,114800,,41,unnamed road 12.5km → 16 / 울산고속도로 13.7km → 1 / 경부고속도로 41.7km → 301 / 상주영천고속도로 11.4km → 28 9.1km,Prototype route from OpenStreetMap road graph. Production should use approved provider or self-hosted OSRM.,import-to-factory
western_axis_threat,matroad_western_axis_threat_lightweight_airframe_feedstock_port_ulsan_fac_cc1c9e0bfe_4,port_to_factory_material,import_port,Ulsan Port,factory,(주)델타금형컴퍼니,lightweight_airframe_feedstock,Composite,1745,kg_30d,OSRM public demo server,routed,234.7,302.1,,241.4,,46.5,4.02,191700,,59,용잠로 2.3km → 신항로 6.5km → 65 / 부산포항고속도로 2.4km → 14 / 함양울산고속도로 71.2km → 45 / 중부내륙고속도로 36.3km,Prototype route from OpenStreetMap road graph. Production should use approved provider or self-hosted OSRM.,import-to-factory
western_axis_threat,matroad_western_axis_threat_optical_sensor_components_port_pohang_fac_5b9b5c4665_1,port_to_factory_material,import_port,Pohang Port,factory,(주)삼양옵틱스,optical_sensor_components,Optics,222,kg_30d,OSRM public demo server,routed,105.6,142.3,,139.4,,21.9,2.32,102300,,24,unnamed road 7.9km → 20 / 건포산업로 23.7km → 20 / 외현로 16.4km → 35 / 반구대로 3.5km → 1 / 경부고속도로 43.7km,Prototype route from OpenStreetMap road graph. Production should use approved provider or self-hosted OSRM.,import-to-factory
western_axis_threat,matroad_western_axis_threat_optical_sensor_components_port_pohang_fac_a0492a505b_2,port_to_factory_material,import_port,Pohang Port,factory,(주)소모에너지엔테크놀러지 담양공장 제2공장,optical_sensor_components,Optics,198,kg_30d,OSRM public demo server,routed,237.1,309.1,,274.3,,47.6,4.57,208800,,60,unnamed road 9.1km → 20 / 대구포항고속도로 68.6km → 1; 55 / 경부고속도로 11.8km → 451 / 중부내륙고속도로지선 14.1km → 12 / 광주대구고속도로 146.2km,Prototype route from OpenStreetMap road graph. Production should use approved provider or self-hosted OSRM.,import-to-factory
western_axis_threat,matroad_western_axis_threat_optical_sensor_components_port_pohang_fac_ddcdfe1cc5_3,port_to_factory_material,import_port,Pohang Port,factory,한국토키나,optical_sensor_components,Optics,184,kg_30d,OSRM public demo server,routed,131.6,189.5,,168.0,,29.2,2.8,128000,,40,unnamed road 4.2km → 20 / 대구포항고속도로 68.6km → 1; 55 / 경부고속도로 11.8km → 451 / 중부내륙고속도로지선 14.1km → 12 / 광주대구고속도로 23.4km,Prototype route from OpenStreetMap road graph. Production should use approved provider or self-hosted OSRM.,import-to-factory
western_axis_threat,matroad_western_axis_threat_optical_sensor_components_port_pohang_fac_b40c1bdfbc_4,port_to_factory_material,import_port,Pohang Port,factory,기진정밀,optical_sensor_components,Optics,172,kg_30d,OSRM public demo server,routed,101.0,134.1,,128.2,,20.6,2.14,94900,,24,unnamed road 5.5km → 20 / 건포산업로 23.7km → 20 / 외현로 16.4km → 35 / 반구대로 3.5km → 1 / 경부고속도로 43.7km,Prototype route from OpenStreetMap road graph. Production should use approved provider or self-hosted OSRM.,import-to-factory
western_axis_threat,matroad_western_axis_threat_industrial_polymers_packaging_port_busan_fac_8db85fcb64_1,port_to_factory_material,import_port,Busan Port,factory,신흥목재포장(주),industrial_polymers_packaging,Polymers,757,kg_30d,OSRM public demo server,routed,202.2,262.6,,207.9,,40.4,3.47,165700,,49,51 / 학감대로 2.0km → 104 / 남해고속도로제2지선 19.7km → 10 / 남해고속도로 145.6km → 25 / 호남고속도로 60.3km → 253 / 고창담양고속도로 13.9km,Prototype route from OpenStreetMap road graph. Production should use approved provider or self-hosted OSRM.,import-to-factory
western_axis_threat,matroad_western_axis_threat_industrial_polymers_packaging_port_busan_fac_8fd2d14ece_2,port_to_factory_material,import_port,Busan Port,factory,(주)태광수출포장,industrial_polymers_packaging,Polymers,734,kg_30d,OSRM public demo server,routed,25.3,36.1,,31.0,,5.6,0.52,23900,,28,충장대로 2.3km → 33 / 성남로 3.0km → 33 / 관문대로 2.4km → 33 / 백양터널 2.4km → 33 / 모라로 2.4km,Prototype route from OpenStreetMap road graph. Production should use approved provider or self-hosted OSRM.,import-to-factory
western_axis_threat,matroad_western_axis_threat_industrial_polymers_packaging_port_busan_fac_01299e64cd_3,port_to_factory_material,import_port,Busan Port,factory,코리아수출포장공업사,industrial_polymers_packaging,Polymers,660,kg_30d,OSRM public demo server,routed,31.6,69.7,,74.4,,10.7,1.24,52900,,42,충무대로 1.8km → 장평지하차도 2.2km → 을숙도대로 5.9km → 르노삼성대로 5.8km → 58 / 거가대로 33.4km,Prototype route from OpenStreetMap road graph. Production should use approved provider or self-hosted OSRM.,import-to-factory
western_axis_threat,matroad_western_axis_threat_industrial_polymers_packaging_port_busan_fac_6900a30db0_4,port_to_factory_material,import_port,Busan Port,factory,대성포장공업(주),industrial_polymers_packaging,Polymers,275,kg_30d,OSRM public demo server,routed,80.4,99.0,,95.5,,15.2,1.59,70500,,36,보수대로 2.0km → 구덕터널 1.9km → 51 / 학감대로 2.0km → 104 / 남해고속도로제2지선 19.7km → unnamed road 6.3km,Prototype route from OpenStreetMap road graph. Production should use approved provider or self-hosted OSRM.,import-to-factory
western_axis_threat,resource_route_western_axis_threat_res_cf8f96fbac_fac_ac58a3f4c3,domestic_resource_to_factory,resource_node,대양자석공업사,factory,동성정밀,rare_earth_magnet_recovery,NdFeB / Magnet,902,kg_30d,OSRM public demo server,routed,2.2,18.7,,26.7,,2.9,0.45,17400,0.16,46,unnamed road 1.6km → 923 / 지천로 1.9km → 4 / 칠곡대로 7.4km → 4 / 태전로 1.0km → 31 2.8km,Prototype route from OpenStreetMap road graph. Production should use approved provider or self-hosted OSRM.,resource-primary
western_axis_threat,resource_route_western_axis_threat_res_ddfbf1787c_fac_a031ba9d5f,domestic_resource_to_factory,resource_node,(주)동산이엔지,factory,(주)성화주공,rare_earth_magnet_recovery,NdFeB / Magnet,1438,kg_30d,OSRM public demo server,routed,1.8,16.7,,44.4,,2.6,0.74,25100,0.16,41,unnamed road 3.5km → 신흥길 3.6km → 구미양지마길 0.5km → 충효로 3.8km → 추목로 5.2km,Prototype route from OpenStreetMap road graph. Production should use approved provider or self-hosted OSRM.,resource-primary
