scenario_id,route_id,route_type,material_id,material_label,source_name,origin_port_name,destination_port_name,port_name,target_factory_id,target_factory_name,target_part_category,quantity_kg_30d,import_capacity_kg_30d,distance_nm,distance_km,duration_hours_estimate,duration_min,risk_score,fuel_liters_per_trip,driver_hours_per_trip,estimated_trip_cost_krw,routing_provider,status,routing_status,route_geometry_source,route_geometry_points,route_road_summary,routing_note
western_axis_threat,matroad_western_axis_threat_optical_sensor_components_port_pohang_fac_a0492a505b_2,port_to_factory_material,optical_sensor_components,Optics,,,,Pohang Port,fac_a0492a505b,(주)소모에너지엔테크놀러지 담양공장 제2공장,sensor_payload,198,,,309.1,,274.3,,47.6,4.57,208800,OSRM public demo server,import-to-factory,routed,,60,unnamed road 9.1km → 20 / 대구포항고속도로 68.6km → 1; 55 / 경부고속도로 11.8km → 451 / 중부내륙고속도로지선 14.1km → 12 / 광주대구고속도로 146.2km,Prototype route from OpenStreetMap road graph. Production should use approved provider or self-hosted OSRM.
western_axis_threat,matroad_western_axis_threat_optical_sensor_components_port_pohang_fac_ddcdfe1cc5_3,port_to_factory_material,optical_sensor_components,Optics,,,,Pohang Port,fac_ddcdfe1cc5,한국토키나,sensor_payload,184,,,189.5,,168.0,,29.2,2.8,128000,OSRM public demo server,import-to-factory,routed,,40,unnamed road 4.2km → 20 / 대구포항고속도로 68.6km → 1; 55 / 경부고속도로 11.8km → 451 / 중부내륙고속도로지선 14.1km → 12 / 광주대구고속도로 23.4km,Prototype route from OpenStreetMap road graph. Production should use approved provider or self-hosted OSRM.
western_axis_threat,matroad_western_axis_threat_optical_sensor_components_port_pohang_fac_b40c1bdfbc_4,port_to_factory_material,optical_sensor_components,Optics,,,,Pohang Port,fac_b40c1bdfbc,기진정밀,sensor_payload,172,,,134.1,,128.2,,20.6,2.14,94900,OSRM public demo server,import-to-factory,routed,,24,unnamed road 5.5km → 20 / 건포산업로 23.7km → 20 / 외현로 16.4km → 35 / 반구대로 3.5km → 1 / 경부고속도로 43.7km,Prototype route from OpenStreetMap road graph. Production should use approved provider or self-hosted OSRM.
western_axis_threat,matroad_western_axis_threat_industrial_polymers_packaging_port_busan_fac_8db85fcb64_1,port_to_factory_material,industrial_polymers_packaging,Polymers,,,,Busan Port,fac_8db85fcb64,신흥목재포장(주),qa_packaging,757,,,262.6,,207.9,,40.4,3.47,165700,OSRM public demo server,import-to-factory,routed,,49,51 / 학감대로 2.0km → 104 / 남해고속도로제2지선 19.7km → 10 / 남해고속도로 145.6km → 25 / 호남고속도로 60.3km → 253 / 고창담양고속도로 13.9km,Prototype route from OpenStreetMap road graph. Production should use approved provider or self-hosted OSRM.
western_axis_threat,matroad_western_axis_threat_industrial_polymers_packaging_port_busan_fac_8fd2d14ece_2,port_to_factory_material,industrial_polymers_packaging,Polymers,,,,Busan Port,fac_8fd2d14ece,(주)태광수출포장,qa_packaging,734,,,36.1,,31.0,,5.6,0.52,23900,OSRM public demo server,import-to-factory,routed,,28,충장대로 2.3km → 33 / 성남로 3.0km → 33 / 관문대로 2.4km → 33 / 백양터널 2.4km → 33 / 모라로 2.4km,Prototype route from OpenStreetMap road graph. Production should use approved provider or self-hosted OSRM.
western_axis_threat,matroad_western_axis_threat_industrial_polymers_packaging_port_busan_fac_01299e64cd_3,port_to_factory_material,industrial_polymers_packaging,Polymers,,,,Busan Port,fac_01299e64cd,코리아수출포장공업사,qa_packaging,660,,,69.7,,74.4,,10.7,1.24,52900,OSRM public demo server,import-to-factory,routed,,42,충무대로 1.8km → 장평지하차도 2.2km → 을숙도대로 5.9km → 르노삼성대로 5.8km → 58 / 거가대로 33.4km,Prototype route from OpenStreetMap road graph. Production should use approved provider or self-hosted OSRM.
western_axis_threat,matroad_western_axis_threat_industrial_polymers_packaging_port_busan_fac_6900a30db0_4,port_to_factory_material,industrial_polymers_packaging,Polymers,,,,Busan Port,fac_6900a30db0,대성포장공업(주),qa_packaging,275,,,99.0,,95.5,,15.2,1.59,70500,OSRM public demo server,import-to-factory,routed,,36,보수대로 2.0km → 구덕터널 1.9km → 51 / 학감대로 2.0km → 104 / 남해고속도로제2지선 19.7km → unnamed road 6.3km,Prototype route from OpenStreetMap road graph. Production should use approved provider or self-hosted OSRM.
southern_port_disruption,sea_southern_port_disruption_src_jp_maizuru_magnets_port_donghae,maritime_import,ndfeb_magnet_feedstock,,Japan west-coast magnet buffer,Maizuru,Donghae Port,,,,,,3920,325.7,,21.0,,0.145,,,,,east_sea_preferred,maritime_corridor_estimate,coastal_waypoint_corridor_v0.2,5,,"Route corridors are coarse public-demo logistics lanes, not operational vessel tasking or protected convoy guidance."
southern_port_disruption,sea_southern_port_disruption_src_jp_niigata_battery_port_donghae,maritime_import,lithium_battery_feedstock,,Japan Sea battery-material buffer,Niigata,Donghae Port,,,,,,11304,474.2,,30.6,,0.208,,,,,east_sea_preferred,maritime_corridor_estimate,coastal_waypoint_corridor_v0.2,5,,"Route corridors are coarse public-demo logistics lanes, not operational vessel tasking or protected convoy guidance."
southern_port_disruption,sea_southern_port_disruption_src_jp_kitakyushu_electronics_port_busan,maritime_import,copper_electronics_feedstock,,Kyushu electronics and copper buffer,Kitakyushu,Busan Port,,,,,,5835,117.1,,7.6,,0.505,,,,,southern_port_link,maritime_corridor_estimate,coastal_waypoint_corridor_v0.2,5,,"Route corridors are coarse public-demo logistics lanes, not operational vessel tasking or protected convoy guidance."
southern_port_disruption,sea_southern_port_disruption_src_jp_nagoya_composite_port_ulsan,maritime_import,lightweight_airframe_feedstock,,Chubu composite and light-metal buffer,Nagoya,Ulsan Port,,,,,,11662,528.7,,34.1,,0.461,,,,,southern_port_link,maritime_corridor_estimate,coastal_waypoint_corridor_v0.2,8,,"Route corridors are coarse public-demo logistics lanes, not operational vessel tasking or protected convoy guidance."
southern_port_disruption,sea_southern_port_disruption_src_jp_yokohama_optics_port_pohang,maritime_import,optical_sensor_components,,Kanto optics and imaging buffer,Yokohama,Pohang Port,,,,,,1256,685.0,,44.2,,0.152,,,,,east_sea_preferred,maritime_corridor_estimate,coastal_waypoint_corridor_v0.2,9,,"Route corridors are coarse public-demo logistics lanes, not operational vessel tasking or protected convoy guidance."
southern_port_disruption,sea_southern_port_disruption_src_jp_kobe_polymers_port_busan,maritime_import,industrial_polymers_packaging,,Kansai industrial polymer buffer,Kobe,Busan Port,,,,,,6773,333.3,,21.5,,0.538,,,,,southern_port_link,maritime_corridor_estimate,coastal_waypoint_corridor_v0.2,7,,"Route corridors are coarse public-demo logistics lanes, not operational vessel tasking or protected convoy guidance."
southern_port_disruption,matroad_southern_port_disruption_ndfeb_magnet_feedstock_port_donghae_fac_e67713f287_1,port_to_factory_material,ndfeb_magnet_feedstock,NdFeB,,,,Donghae Port,fac_e67713f287,(주)에스씨디,propulsion,363,,,218.7,,187.9,,33.6,3.13,144900,OSRM public demo server,import-to-factory,routed,,47,65 / 동해고속도로 42.2km → 영동고속도로 105.2km → 52 / 광주원주고속도로 32.1km → 37 / 여양로 5.8km → 37 / 개군로 5.9km,Prototype route from OpenStreetMap road graph. Production should use approved provider or self-hosted OSRM.
southern_port_disruption,matroad_southern_port_disruption_ndfeb_magnet_feedstock_port_donghae_fac_6884b83922_2,port_to_factory_material,ndfeb_magnet_feedstock,NdFeB,,,,Donghae Port,fac_6884b83922,(주)원진일렉트로닉스,propulsion,358,,,233.5,,193.0,,35.9,3.22,151100,OSRM public demo server,import-to-factory,routed,,47,unnamed road 3.5km → 7 / 동해대로 2.2km → 65 / 동해고속도로 42.2km → 영동고속도로 105.2km → 52 / 광주원주고속도로 54.9km,Prototype route from OpenStreetMap road graph. Production should use approved provider or self-hosted OSRM.
southern_port_disruption,matroad_southern_port_disruption_ndfeb_magnet_feedstock_port_donghae_fac_083c0288da_3,port_to_factory_material,ndfeb_magnet_feedstock,NdFeB,,,,Donghae Port,fac_083c0288da,대화기전(주),propulsion,345,,,221.9,,179.0,,34.1,2.98,141600,OSRM public demo server,import-to-factory,routed,,46,"unnamed road 2.2km → 7 / 동해대로 2.2km → 65 / 동해고속도로 42.2km → 50: 서울, 원주 1.9km → 영동고속도로 105.2km",Prototype route from OpenStreetMap road graph. Production should use approved provider or self-hosted OSRM.
southern_port_disruption,matroad_southern_port_disruption_ndfeb_magnet_feedstock_port_donghae_fac_496dda5a33_4,port_to_factory_material,ndfeb_magnet_feedstock,NdFeB,,,,Donghae Port,fac_496dda5a33,(주)에스피지,propulsion,327,,,262.3,,212.8,,40.4,3.55,167900,OSRM public demo server,import-to-factory,routed,,55,"unnamed road 3.3km → 7 / 동해대로 2.2km → 65 / 동해고속도로 42.2km → 50: 서울, 원주 1.9km → 영동고속도로 105.2km",Prototype route from OpenStreetMap road graph. Production should use approved provider or self-hosted OSRM.
southern_port_disruption,matroad_southern_port_disruption_lithium_battery_feedstock_port_donghae_fac_91e0701f06_1,port_to_factory_material,lithium_battery_feedstock,Battery,,,,Donghae Port,fac_91e0701f06,(주)에코프로비엠 (3공장),power,2939,,,257.6,,246.7,,39.6,4.11,182500,OSRM public demo server,import-to-factory,routed,,55,38; 28 / 강원남부로 17.5km → 38; 424 11.5km → 동태백로 11.6km → 31; 35 / 파인토피아로 55.7km → 28 / 예영로 22.4km,Prototype route from OpenStreetMap road graph. Production should use approved provider or self-hosted OSRM.
southern_port_disruption,matroad_southern_port_disruption_lithium_battery_feedstock_port_donghae_fac_c788629a58_2,port_to_factory_material,lithium_battery_feedstock,Battery,,,,Donghae Port,fac_c788629a58,SK이노베이션(주),power,2763,,,337.0,,269.4,,51.8,4.49,213900,OSRM public demo server,import-to-factory,routed,,67,65 / 동해고속도로 42.2km → 영동고속도로 173.2km → 50 / 영동고속도로 9.4km → 400 / 수도권제2순환고속도로 35.1km → 15 / 서해안고속도로 50.5km,Prototype route from OpenStreetMap road graph. Production should use approved provider or self-hosted OSRM.
southern_port_disruption,matroad_southern_port_disruption_lithium_battery_feedstock_port_donghae_fac_37c2239e67_3,port_to_factory_material,lithium_battery_feedstock,Battery,,,,Donghae Port,fac_37c2239e67,주식회사 코캄 3공장,power,2413,,,331.1,,264.6,,50.9,4.41,210100,OSRM public demo server,import-to-factory,routed,,71,65 / 동해고속도로 42.2km → 영동고속도로 173.2km → 50 / 영동고속도로 9.4km → 400 / 수도권제2순환고속도로 22.6km → 17 / 평택화성고속도로 17.4km,Prototype route from OpenStreetMap road graph. Production should use approved provider or self-hosted OSRM.
southern_port_disruption,matroad_southern_port_disruption_lithium_battery_feedstock_port_donghae_fac_1a38150c72_4,port_to_factory_material,lithium_battery_feedstock,Battery,,,,Donghae Port,fac_1a38150c72,지에스피(주),power,2237,,,194.6,,161.2,,29.9,2.69,126100,OSRM public demo server,import-to-factory,routed,,42,"unnamed road 2.2km → 7 / 동해대로 2.2km → 65 / 동해고속도로 42.2km → 50: 서울, 원주 1.9km → 영동고속도로 105.2km",Prototype route from OpenStreetMap road graph. Production should use approved provider or self-hosted OSRM.
southern_port_disruption,matroad_southern_port_disruption_copper_electronics_feedstock_port_busan_fac_3215491325_1,port_to_factory_material,copper_electronics_feedstock,Copper/PCB,,,,Busan Port,fac_3215491325,대한전선(주),harness,539,,,347.2,,271.3,,53.4,4.52,217400,OSRM public demo server,import-to-factory,routed,,43,55 / 대구부산고속도로 91.7km → 1; 55 / 경부고속도로 154.0km → 251 / 호남고속도로지선 7.2km → 302 / 서산영덕고속도로 54.2km → unnamed road 3.9km,Prototype route from OpenStreetMap road graph. Production should use approved provider or self-hosted OSRM.
southern_port_disruption,matroad_southern_port_disruption_copper_electronics_feedstock_port_busan_fac_18d73ec4e7_2,port_to_factory_material,copper_electronics_feedstock,Copper/PCB,,,,Busan Port,fac_18d73ec4e7,한미전선(주),harness,499,,,286.0,,211.0,,44.0,3.52,173300,OSRM public demo server,import-to-factory,routed,,29,33 / 성남로 3.0km → 33 / 관문대로 2.4km → 33 / 백양터널 2.4km → 55 / 대구부산고속도로 91.7km → 1; 55 / 경부고속도로 59.2km,Prototype route from OpenStreetMap road graph. Production should use approved provider or self-hosted OSRM.
southern_port_disruption,matroad_southern_port_disruption_copper_electronics_feedstock_port_busan_fac_e9184ea9bd_3,port_to_factory_material,copper_electronics_feedstock,Copper/PCB,,,,Busan Port,fac_e9184ea9bd,(주)금화전선,harness,451,,,290.8,,219.1,,44.7,3.65,178300,OSRM public demo server,import-to-factory,routed,,30,33 / 성남로 3.0km → 33 / 백양터널 2.4km → 55 / 대구부산고속도로 91.7km → 1; 55 / 경부고속도로 59.2km → 45 / 중부내륙고속도로 23.7km,Prototype route from OpenStreetMap road graph. Production should use approved provider or self-hosted OSRM.
southern_port_disruption,matroad_southern_port_disruption_copper_electronics_feedstock_port_busan_fac_0469d3cc51_4,port_to_factory_material,copper_electronics_feedstock,Copper/PCB,,,,Busan Port,fac_0469d3cc51,대덕전자(주),flight_stack,380,,,376.0,,274.9,,57.8,4.58,226600,OSRM public demo server,import-to-factory,routed,,44,33 / 성남로 3.0km → 33 / 백양터널 2.4km → 55 / 대구부산고속도로 91.7km → 1; 55 / 경부고속도로 59.2km → 45 / 중부내륙고속도로 149.8km,Prototype route from OpenStreetMap road graph. Production should use approved provider or self-hosted OSRM.
southern_port_disruption,matroad_southern_port_disruption_lightweight_airframe_feedstock_port_ulsan_fac_94c213e613_1,port_to_factory_material,lightweight_airframe_feedstock,Composite,,,,Ulsan Port,fac_94c213e613,정일금형정공(주),airframe,4259,,,355.9,,273.2,,54.8,4.55,220600,OSRM public demo server,import-to-factory,routed,,42,용잠로 4.4km → 20 / 남부순환도로 8.5km → 16 / 울산고속도로 13.7km → 1 / 경부고속도로 41.7km → 경부고속도로 8.5km,Prototype route from OpenStreetMap road graph. Production should use approved provider or self-hosted OSRM.
southern_port_disruption,matroad_southern_port_disruption_lightweight_airframe_feedstock_port_ulsan_fac_c647d0865d_2,port_to_factory_material,lightweight_airframe_feedstock,Composite,,,,Ulsan Port,fac_c647d0865d,에이테크솔루션(주),airframe,3950,,,348.1,,269.8,,53.6,4.5,216900,OSRM public demo server,import-to-factory,routed,,42,용잠로 4.4km → 20 / 남부순환도로 8.5km → 16 / 울산고속도로 13.7km → 1 / 경부고속도로 41.7km → 경부고속도로 8.5km,Prototype route from OpenStreetMap road graph. Production should use approved provider or self-hosted OSRM.
southern_port_disruption,matroad_southern_port_disruption_lightweight_airframe_feedstock_port_ulsan_fac_2a0a6d1f44_3,port_to_factory_material,lightweight_airframe_feedstock,Composite,,,,Ulsan Port,fac_2a0a6d1f44,(주)하나금형,airframe,3453,,,366.6,,289.5,,56.4,4.83,231000,OSRM public demo server,import-to-factory,routed,,43,신항로 6.5km → 14 / 함양울산고속도로 43.2km → 55 / 대구부산고속도로 43.4km → 1; 55 / 경부고속도로 154.0km → 251 / 호남고속도로지선 7.2km,Prototype route from OpenStreetMap road graph. Production should use approved provider or self-hosted OSRM.
southern_port_disruption,matroad_southern_port_disruption_optical_sensor_components_port_pohang_fac_700aec486e_1,port_to_factory_material,optical_sensor_components,Optics,,,,Pohang Port,fac_700aec486e,케이에스아이㈜,sensor_payload,215,,,273.9,,223.2,,42.1,3.72,175800,OSRM public demo server,import-to-factory,routed,,52,unnamed road 5.0km → 희망대로 2.7km → 7 / 새천년대로 4.9km → 28 / 호국로 25.0km → 28 4.3km,Prototype route from OpenStreetMap road graph. Production should use approved provider or self-hosted OSRM.
southern_port_disruption,matroad_southern_port_disruption_optical_sensor_components_port_pohang_fac_39453d026e_2,port_to_factory_material,optical_sensor_components,Optics,,,,Pohang Port,fac_39453d026e,부원광학(주),sensor_payload,213,,,315.8,,252.5,,48.6,4.21,200400,OSRM public demo server,import-to-factory,routed,,38,unnamed road 7.1km → 7 / 새천년대로 4.9km → 28 / 호국로 25.0km → 301 / 상주영천고속도로 79.2km → 45 / 중부내륙고속도로 125.1km,Prototype route from OpenStreetMap road graph. Production should use approved provider or self-hosted OSRM.
southern_port_disruption,matroad_southern_port_disruption_optical_sensor_components_port_pohang_fac_574770868e_3,port_to_factory_material,optical_sensor_components,Optics,,,,Pohang Port,fac_574770868e,(주)한광옵토,sensor_payload,213,,,341.6,,276.1,,52.6,4.6,218200,OSRM public demo server,import-to-factory,routed,,40,unnamed road 5.0km → 7 / 새천년대로 4.9km → 28 / 호국로 25.0km → 301 / 상주영천고속도로 79.2km → 45 / 중부내륙고속도로 125.1km,Prototype route from OpenStreetMap road graph. Production should use approved provider or self-hosted OSRM.
southern_port_disruption,matroad_southern_port_disruption_optical_sensor_components_port_pohang_fac_7d4287308e_4,port_to_factory_material,optical_sensor_components,Optics,,,,Pohang Port,fac_7d4287308e,(주)케이씨이,sensor_payload,203,,,357.4,,287.4,,55.0,4.79,227600,OSRM public demo server,import-to-factory,routed,,40,unnamed road 5.5km → 7 / 새천년대로 4.9km → 28 / 호국로 25.0km → 28 4.3km → 301 / 상주영천고속도로 79.2km,Prototype route from OpenStreetMap road graph. Production should use approved provider or self-hosted OSRM.
southern_port_disruption,matroad_southern_port_disruption_industrial_polymers_packaging_port_busan_fac_cb50eed1fd_1,port_to_factory_material,industrial_polymers_packaging,Polymers,,,,Busan Port,fac_cb50eed1fd,(주)신안포장,qa_packaging,796,,,419.5,,306.0,,64.5,5.1,252500,OSRM public demo server,import-to-factory,routed,,49,55 / 대구부산고속도로 91.7km → 1; 55 / 경부고속도로 59.2km → 45 / 중부내륙고속도로 149.8km → 50 / 영동고속도로 13.1km → 35 / 중부고속도로 10.1km,Prototype route from OpenStreetMap road graph. Production should use approved provider or self-hosted OSRM.
southern_port_disruption,matroad_southern_port_disruption_industrial_polymers_packaging_port_busan_fac_ee30082ddc_2,port_to_factory_material,industrial_polymers_packaging,Polymers,,,,Busan Port,fac_ee30082ddc,미래포장(주),qa_packaging,791,,,351.4,,265.3,,54.1,4.42,215700,OSRM public demo server,import-to-factory,routed,,42,33 / 성남로 3.0km → 33 / 관문대로 2.4km → 33 / 백양터널 2.4km → 55 / 대구부산고속도로 91.7km → 1; 55 / 경부고속도로 59.2km,Prototype route from OpenStreetMap road graph. Production should use approved provider or self-hosted OSRM.
southern_port_disruption,matroad_southern_port_disruption_industrial_polymers_packaging_port_busan_fac_5be23269c4_3,port_to_factory_material,industrial_polymers_packaging,Polymers,,,,Busan Port,fac_5be23269c4,조광수출포장,qa_packaging,692,,,409.9,,302.6,,63.1,5.04,248400,OSRM public demo server,import-to-factory,routed,,47,33 / 성남로 3.0km → 33 / 관문대로 2.4km → 33 / 백양터널 2.4km → 33 / 모라로 2.4km → 55 / 대구부산고속도로 91.7km,Prototype route from OpenStreetMap road graph. Production should use approved provider or self-hosted OSRM.
southern_port_disruption,matroad_southern_port_disruption_industrial_polymers_packaging_port_busan_fac_priority_a2d8939ba2_4,port_to_factory_material,industrial_polymers_packaging,Polymers,,,,Busan Port,fac_priority_a2d8939ba2,유비파이 / UVify,drone_assembly,202,,,341.8,,250.7,,52.6,4.18,206400,OSRM public demo server,import-to-factory,routed,,40,33 / 성남로 3.0km → 33 / 관문대로 2.4km → 33 / 백양터널 2.4km → 33 / 모라로 2.4km → 55 / 대구부산고속도로 91.7km,Prototype route from OpenStreetMap road graph. Production should use approved provider or self-hosted OSRM.
