scenario_id,scenario_name,part_category,part_label,shortlist_rank,scenario_score,factory_id,company_name,province,city,capacity_tier,capacity_index,capacity_confidence,predicted_output_units_30d,adjusted_capacity_units_30d,risk,risk_reason,grid_zone_id,grid_dependency_score,outage_output_multiplier,nearest_assembly_factory_id,nearest_assembly_factory_name,nearest_assembly_factory_site_label,straight_line_to_assembly_factory_km,route_matrix_status,selection_reason
baseline,Baseline Production Plan,sensor_payload,Sensor / Camera,114,132.988,fac_62564e6926,(주)진영에이치앤에스,경상남도,창원시,C,0.554,0.862,1800,1288,0.12,normal public-data uncertainty,grid_zone_a1097f3c,0.446,0.723,fac_priority_7660b03367,대한항공 항공우주사업본부 · 대한항공 테크센터,대한항공 테크센터,27.8,pending_shortlist_route,top capacity/risk/logistics candidate before expensive road-route matrix expansion
baseline,Baseline Production Plan,sensor_payload,Sensor / Camera,115,132.973,fac_d585d2933f,동해정보통신(주),서울특별시,영등포구,C,0.559,0.822,1775,1224,0.12,normal public-data uncertainty,grid_zone_3964bd52,0.489,0.697,fac_priority_d14c61f1b0,파블로항공 / PABLO AIR · 송도 제조센터,송도 제조센터,17.3,pending_shortlist_route,top capacity/risk/logistics candidate before expensive road-route matrix expansion
baseline,Baseline Production Plan,sensor_payload,Sensor / Camera,116,132.855,fac_1a42648109,(주)에이치엠오,경기도,시흥시,C,0.527,0.853,1625,888,0.12,normal public-data uncertainty,grid_zone_bfcc2516,0.722,0.552,fac_priority_f1709ef7e1,프리뉴 / PRENEU · 안산 Manufacturing Center,안산 Manufacturing Center,8.9,pending_shortlist_route,top capacity/risk/logistics candidate before expensive road-route matrix expansion
baseline,Baseline Production Plan,sensor_payload,Sensor / Camera,117,132.849,fac_6610ffcc20,(주)청도샘물 제2공장,경상북도,청도군,C,0.538,0.862,1725,1205,0.12,normal public-data uncertainty,grid_zone_e6011691,0.474,0.706,fac_priority_d8652de781,본AI · 상주 생산공장,상주 생산공장,1.4,pending_shortlist_route,top capacity/risk/logistics candidate before expensive road-route matrix expansion
baseline,Baseline Production Plan,sensor_payload,Sensor / Camera,118,132.844,fac_096d5b1c84,(주)원우이엔지,서울특별시,강서구,C,0.592,0.827,1850,1280,0.12,normal public-data uncertainty,grid_zone_3964bd52,0.486,0.699,fac_priority_ee105ea137,에이럭스 / ALUX · 도봉 공식 사업장 / 제조 인프라 확인 필요,도봉 공식 사업장 / 제조 인프라 확인 필요,12.7,pending_shortlist_route,top capacity/risk/logistics candidate before expensive road-route matrix expansion
baseline,Baseline Production Plan,sensor_payload,Sensor / Camera,119,132.84,fac_0205425e4e,(주)청도샘물 제2공장,경상북도,청도군,C,0.538,0.862,1725,1205,0.12,normal public-data uncertainty,grid_zone_e6011691,0.474,0.706,fac_priority_d8652de781,본AI · 상주 생산공장,상주 생산공장,14.9,pending_shortlist_route,top capacity/risk/logistics candidate before expensive road-route matrix expansion
baseline,Baseline Production Plan,sensor_payload,Sensor / Camera,120,132.823,fac_30719dfa52,한미스위스광학(주),충청남도,금산군,C,0.602,0.842,1975,1245,0.12,normal public-data uncertainty,grid_zone_2d0a6a6a,0.585,0.637,fac_priority_38de94e360,유콘시스템 / UCONSYSTEM · 대전 본사 / 생산기지 가정,대전 본사 / 생산기지 가정,78.8,pending_shortlist_route,top capacity/risk/logistics candidate before expensive road-route matrix expansion
baseline,Baseline Production Plan,sensor_payload,Sensor / Camera,121,132.813,fac_8b9ebd83f7,씨월드광학(주),충청북도,옥천군,C,0.576,0.847,1825,1310,0.12,normal public-data uncertainty,grid_zone_49414766,0.444,0.725,fac_priority_38de94e360,유콘시스템 / UCONSYSTEM · 대전 본사 / 생산기지 가정,대전 본사 / 생산기지 가정,44.2,pending_shortlist_route,top capacity/risk/logistics candidate before expensive road-route matrix expansion
baseline,Baseline Production Plan,sensor_payload,Sensor / Camera,122,132.81,fac_42f8ef3655,(주)알티솔루션,서울특별시,금천구,C,0.505,0.873,1600,1097,0.12,normal public-data uncertainty,grid_zone_3964bd52,0.495,0.693,fac_priority_ee105ea137,에이럭스 / ALUX · 도봉 공식 사업장 / 제조 인프라 확인 필요,도봉 공식 사업장 / 제조 인프라 확인 필요,18.5,pending_shortlist_route,top capacity/risk/logistics candidate before expensive road-route matrix expansion
baseline,Baseline Production Plan,sensor_payload,Sensor / Camera,123,132.795,fac_e4e6d88e5c,(주)고려광학,대전광역시,대덕구,C,0.57,0.827,2000,1499,0.12,normal public-data uncertainty,grid_zone_ed9208b5,0.392,0.757,fac_priority_38de94e360,유콘시스템 / UCONSYSTEM · 대전 본사 / 생산기지 가정,대전 본사 / 생산기지 가정,14.1,pending_shortlist_route,top capacity/risk/logistics candidate before expensive road-route matrix expansion
baseline,Baseline Production Plan,sensor_payload,Sensor / Camera,124,132.756,fac_8f11e27a9e,(주)대흥음향정보통신,대전광역시,대덕구,C,0.522,0.842,1625,1213,0.12,normal public-data uncertainty,grid_zone_ed9208b5,0.396,0.754,fac_priority_38de94e360,유콘시스템 / UCONSYSTEM · 대전 본사 / 생산기지 가정,대전 본사 / 생산기지 가정,5.2,pending_shortlist_route,top capacity/risk/logistics candidate before expensive road-route matrix expansion
baseline,Baseline Production Plan,sensor_payload,Sensor / Camera,125,132.75,fac_94ab76da74,(주)신풍,경상남도,창원시,C,0.544,0.842,1900,1360,0.12,normal public-data uncertainty,grid_zone_a1097f3c,0.446,0.723,fac_priority_7660b03367,대한항공 항공우주사업본부 · 대한항공 테크센터,대한항공 테크센터,35.7,pending_shortlist_route,top capacity/risk/logistics candidate before expensive road-route matrix expansion
baseline,Baseline Production Plan,sensor_payload,Sensor / Camera,126,132.735,fac_8e1e2e1d39,(주)나라소프트,인천광역시,강화군,C,0.531,0.862,1775,1275,0.12,normal public-data uncertainty,grid_zone_4f20da2a,0.442,0.726,fac_priority_d14c61f1b0,파블로항공 / PABLO AIR · 송도 제조센터,송도 제조센터,1.1,pending_shortlist_route,top capacity/risk/logistics candidate before expensive road-route matrix expansion
baseline,Baseline Production Plan,sensor_payload,Sensor / Camera,127,132.715,fac_c339255360,미호전공주식회사,전라북도,군산시,C,0.521,0.873,1775,1298,0.12,normal public-data uncertainty,grid_zone_fabab736,0.421,0.739,fac_priority_38de94e360,유콘시스템 / UCONSYSTEM · 대전 본사 / 생산기지 가정,대전 본사 / 생산기지 가정,74.4,pending_shortlist_route,top capacity/risk/logistics candidate before expensive road-route matrix expansion
baseline,Baseline Production Plan,sensor_payload,Sensor / Camera,128,132.711,fac_107e412feb,(주)엔투에이,경기도,화성시,C,0.594,0.827,2050,1132,0.12,normal public-data uncertainty,grid_zone_bfcc2516,0.713,0.558,fac_priority_f1709ef7e1,프리뉴 / PRENEU · 안산 Manufacturing Center,안산 Manufacturing Center,5.3,pending_shortlist_route,top capacity/risk/logistics candidate before expensive road-route matrix expansion
baseline,Baseline Production Plan,sensor_payload,Sensor / Camera,129,132.649,fac_7edbb65e48,(주)소모비전,강원도,횡성군,C,0.612,0.812,2125,1559,0.12,normal public-data uncertainty,grid_zone_c633d1f6,0.418,0.741,fac_priority_a2d8939ba2,유비파이 / UVify · 의왕 연구소 / 생산기지,의왕 연구소 / 생산기지,70.6,pending_shortlist_route,top capacity/risk/logistics candidate before expensive road-route matrix expansion
baseline,Baseline Production Plan,sensor_payload,Sensor / Camera,130,132.639,fac_73d54db47b,(주)오티에스,대전광역시,서구,C,0.527,0.842,1800,1343,0.12,normal public-data uncertainty,grid_zone_ed9208b5,0.396,0.754,fac_priority_38de94e360,유콘시스템 / UCONSYSTEM · 대전 본사 / 생산기지 가정,대전 본사 / 생산기지 가정,16.4,pending_shortlist_route,top capacity/risk/logistics candidate before expensive road-route matrix expansion
baseline,Baseline Production Plan,sensor_payload,Sensor / Camera,131,132.634,fac_a1109d4519,현대아이티에스전자(주),경기도,포천시,C,0.566,0.862,1800,990,0.12,normal public-data uncertainty,grid_zone_bfcc2516,0.716,0.556,fac_priority_a2d8939ba2,유비파이 / UVify · 의왕 연구소 / 생산기지,의왕 연구소 / 생산기지,3.6,pending_shortlist_route,top capacity/risk/logistics candidate before expensive road-route matrix expansion
baseline,Baseline Production Plan,sensor_payload,Sensor / Camera,132,132.606,fac_372cec1c7b,빌드업 주식회사,경상북도,안동시,C,0.598,0.832,2075,1458,0.12,normal public-data uncertainty,grid_zone_e6011691,0.468,0.71,fac_priority_d8652de781,본AI · 상주 생산공장,상주 생산공장,10.7,pending_shortlist_route,top capacity/risk/logistics candidate before expensive road-route matrix expansion
baseline,Baseline Production Plan,sensor_payload,Sensor / Camera,133,132.552,fac_121d81ee3e,(주)티앤에프글로벌,경기도,평택시,C,0.604,0.842,2100,1156,0.12,normal public-data uncertainty,grid_zone_bfcc2516,0.716,0.556,fac_priority_a2d8939ba2,유비파이 / UVify · 의왕 연구소 / 생산기지,의왕 연구소 / 생산기지,38.0,pending_shortlist_route,top capacity/risk/logistics candidate before expensive road-route matrix expansion
baseline,Baseline Production Plan,sensor_payload,Sensor / Camera,134,132.537,fac_2b2206ee74,(주)한국장애인복지일자리나눔,서울특별시,용산구,C,0.473,0.873,1400,960,0.12,normal public-data uncertainty,grid_zone_3964bd52,0.495,0.693,fac_priority_ee105ea137,에이럭스 / ALUX · 도봉 공식 사업장 / 제조 인프라 확인 필요,도봉 공식 사업장 / 제조 인프라 확인 필요,3.9,pending_shortlist_route,top capacity/risk/logistics candidate before expensive road-route matrix expansion
baseline,Baseline Production Plan,sensor_payload,Sensor / Camera,135,132.47,fac_94df303d87,하이콤 주식회사,부산광역시,연제구,C,0.484,0.873,1400,1031,0.12,normal public-data uncertainty,grid_zone_c6caac65,0.413,0.744,fac_priority_ffb4309405,피앤유드론 / PNU Drone · 부산 제1공장,부산 제1공장,5.4,pending_shortlist_route,top capacity/risk/logistics candidate before expensive road-route matrix expansion
baseline,Baseline Production Plan,sensor_payload,Sensor / Camera,136,132.438,fac_eb7a0c3558,(주)코드원,충청북도,청주시,C,0.539,0.862,1600,1145,0.12,normal public-data uncertainty,grid_zone_49414766,0.447,0.723,fac_priority_38de94e360,유콘시스템 / UCONSYSTEM · 대전 본사 / 생산기지 가정,대전 본사 / 생산기지 가정,42.8,pending_shortlist_route,top capacity/risk/logistics candidate before expensive road-route matrix expansion
baseline,Baseline Production Plan,sensor_payload,Sensor / Camera,137,132.435,fac_f856c0f5a8,서울광학산업(주),충청북도,음성군,C,0.583,0.827,2000,1435,0.12,normal public-data uncertainty,grid_zone_49414766,0.444,0.725,fac_priority_38de94e360,유콘시스템 / UCONSYSTEM · 대전 본사 / 생산기지 가정,대전 본사 / 생산기지 가정,32.0,pending_shortlist_route,top capacity/risk/logistics candidate before expensive road-route matrix expansion
baseline,Baseline Production Plan,sensor_payload,Sensor / Camera,138,132.423,fac_a7ec6f5d6f,세진가구,경기도,남양주시,C,0.558,0.862,1850,1018,0.12,normal public-data uncertainty,grid_zone_bfcc2516,0.716,0.556,fac_priority_f1709ef7e1,프리뉴 / PRENEU · 안산 Manufacturing Center,안산 Manufacturing Center,12.2,pending_shortlist_route,top capacity/risk/logistics candidate before expensive road-route matrix expansion
baseline,Baseline Production Plan,sensor_payload,Sensor / Camera,139,132.418,fac_b30259e75c,아주전자시스템(주),서울특별시,서초구,C,0.513,0.862,1650,1138,0.12,normal public-data uncertainty,grid_zone_3964bd52,0.489,0.697,fac_priority_ee105ea137,에이럭스 / ALUX · 도봉 공식 사업장 / 제조 인프라 확인 필요,도봉 공식 사업장 / 제조 인프라 확인 필요,3.9,pending_shortlist_route,top capacity/risk/logistics candidate before expensive road-route matrix expansion
baseline,Baseline Production Plan,sensor_payload,Sensor / Camera,140,132.416,fac_7ccc29f327,엠피닉스(주),광주광역시,북구,C,0.613,0.862,2200,1638,0.12,normal public-data uncertainty,grid_zone_eb82a68b,0.4,0.752,fac_priority_38de94e360,유콘시스템 / UCONSYSTEM · 대전 본사 / 생산기지 가정,대전 본사 / 생산기지 가정,148.0,pending_shortlist_route,top capacity/risk/logistics candidate before expensive road-route matrix expansion
baseline,Baseline Production Plan,sensor_payload,Sensor / Camera,141,132.414,fac_09344b063a,(주)지오티,광주광역시,북구,C,0.592,0.842,2100,1563,0.12,normal public-data uncertainty,grid_zone_eb82a68b,0.4,0.752,fac_priority_38de94e360,유콘시스템 / UCONSYSTEM · 대전 본사 / 생산기지 가정,대전 본사 / 생산기지 가정,130.7,pending_shortlist_route,top capacity/risk/logistics candidate before expensive road-route matrix expansion
baseline,Baseline Production Plan,sensor_payload,Sensor / Camera,142,132.369,fac_401d3f6d92,(주)고그린테크,인천광역시,남동구,C,0.537,0.842,1775,1275,0.12,normal public-data uncertainty,grid_zone_4f20da2a,0.442,0.726,fac_priority_5daa57ca08,아쎄따 / ASSETTA · 인천 연구소/공장,인천 연구소/공장,4.6,pending_shortlist_route,top capacity/risk/logistics candidate before expensive road-route matrix expansion
baseline,Baseline Production Plan,sensor_payload,Sensor / Camera,143,132.369,fac_aa1e7cb9b3,에이원프로스(주),경기도,성남시,C,0.572,0.862,1700,935,0.12,normal public-data uncertainty,grid_zone_bfcc2516,0.716,0.556,fac_priority_f1709ef7e1,프리뉴 / PRENEU · 안산 Manufacturing Center,안산 Manufacturing Center,5.8,pending_shortlist_route,top capacity/risk/logistics candidate before expensive road-route matrix expansion
baseline,Baseline Production Plan,sensor_payload,Sensor / Camera,144,132.355,fac_a943716f7e,주식회사 위드테크놀로지,서울특별시,금천구,C,0.49,0.893,1450,994,0.12,normal public-data uncertainty,grid_zone_3964bd52,0.495,0.693,fac_priority_d14c61f1b0,파블로항공 / PABLO AIR · 송도 제조센터,송도 제조센터,26.1,pending_shortlist_route,top capacity/risk/logistics candidate before expensive road-route matrix expansion
baseline,Baseline Production Plan,sensor_payload,Sensor / Camera,145,132.346,fac_fd1d367758,광전자(주),전라북도,익산시,B,0.658,0.817,2275,1684,0.12,normal public-data uncertainty,grid_zone_fabab736,0.406,0.748,fac_priority_38de94e360,유콘시스템 / UCONSYSTEM · 대전 본사 / 생산기지 가정,대전 본사 / 생산기지 가정,76.9,pending_shortlist_route,top capacity/risk/logistics candidate before expensive road-route matrix expansion
baseline,Baseline Production Plan,sensor_payload,Sensor / Camera,146,132.314,fac_2b4a509d5d,세신전자(주),부산광역시,금정구,C,0.57,0.832,1750,1301,0.12,normal public-data uncertainty,grid_zone_c6caac65,0.401,0.751,fac_priority_7660b03367,대한항공 항공우주사업본부 · 대한항공 테크센터,대한항공 테크센터,13.6,pending_shortlist_route,top capacity/risk/logistics candidate before expensive road-route matrix expansion
baseline,Baseline Production Plan,sensor_payload,Sensor / Camera,147,132.296,fac_517f6c546a,주식회사 스타시큐리티,대전광역시,동구,C,0.499,0.862,1575,1175,0.12,normal public-data uncertainty,grid_zone_ed9208b5,0.396,0.754,fac_priority_38de94e360,유콘시스템 / UCONSYSTEM · 대전 본사 / 생산기지 가정,대전 본사 / 생산기지 가정,15.2,pending_shortlist_route,top capacity/risk/logistics candidate before expensive road-route matrix expansion
baseline,Baseline Production Plan,sensor_payload,Sensor / Camera,148,132.23,fac_bb2f359db6,레이트론(주),대전광역시,유성구,C,0.536,0.847,1700,1274,0.12,normal public-data uncertainty,grid_zone_ed9208b5,0.392,0.757,fac_priority_38de94e360,유콘시스템 / UCONSYSTEM · 대전 본사 / 생산기지 가정,대전 본사 / 생산기지 가정,15.1,pending_shortlist_route,top capacity/risk/logistics candidate before expensive road-route matrix expansion
baseline,Baseline Production Plan,sensor_payload,Sensor / Camera,149,132.214,fac_f72386371b,(주)단해,인천광역시,서구,C,0.578,0.832,1925,1391,0.12,normal public-data uncertainty,grid_zone_4f20da2a,0.435,0.73,fac_priority_3872d4e82a,숨비 / SOOMVI · 인천 본사 / 연구소,인천 본사 / 연구소,8.1,pending_shortlist_route,top capacity/risk/logistics candidate before expensive road-route matrix expansion
baseline,Baseline Production Plan,sensor_payload,Sensor / Camera,150,132.175,fac_c397c31210,(주)케미그라스,경상남도,양산시,B,0.623,0.832,2100,1511,0.12,normal public-data uncertainty,grid_zone_a1097f3c,0.44,0.727,fac_priority_7660b03367,대한항공 항공우주사업본부 · 대한항공 테크센터,대한항공 테크센터,94.6,pending_shortlist_route,top capacity/risk/logistics candidate before expensive road-route matrix expansion
baseline,Baseline Production Plan,sensor_payload,Sensor / Camera,151,132.119,fac_c81d9ac206,(사)아름다움나눔협회 동행사업단,경기도,화성시,C,0.519,0.853,1625,888,0.12,normal public-data uncertainty,grid_zone_bfcc2516,0.722,0.552,fac_priority_f1709ef7e1,프리뉴 / PRENEU · 안산 Manufacturing Center,안산 Manufacturing Center,11.2,pending_shortlist_route,top capacity/risk/logistics candidate before expensive road-route matrix expansion
baseline,Baseline Production Plan,sensor_payload,Sensor / Camera,152,132.085,fac_c0e12536fd,(주)삼신,충청북도,청주시,C,0.542,0.862,1875,1342,0.12,normal public-data uncertainty,grid_zone_49414766,0.447,0.723,fac_priority_38de94e360,유콘시스템 / UCONSYSTEM · 대전 본사 / 생산기지 가정,대전 본사 / 생산기지 가정,40.0,pending_shortlist_route,top capacity/risk/logistics candidate before expensive road-route matrix expansion
baseline,Baseline Production Plan,sensor_payload,Sensor / Camera,153,132.081,fac_9959216d5b,(주)스마트옵틱,경기도,화성시,C,0.573,0.842,2025,1114,0.12,normal public-data uncertainty,grid_zone_bfcc2516,0.716,0.556,fac_priority_f1709ef7e1,프리뉴 / PRENEU · 안산 Manufacturing Center,안산 Manufacturing Center,15.1,pending_shortlist_route,top capacity/risk/logistics candidate before expensive road-route matrix expansion
baseline,Baseline Production Plan,sensor_payload,Sensor / Camera,154,131.93,fac_363c16cc8e,(주)한국신소재,경상남도,밀양시,B,0.635,0.832,2050,1475,0.12,normal public-data uncertainty,grid_zone_a1097f3c,0.44,0.727,fac_priority_7660b03367,대한항공 항공우주사업본부 · 대한항공 테크센터,대한항공 테크센터,86.8,pending_shortlist_route,top capacity/risk/logistics candidate before expensive road-route matrix expansion
baseline,Baseline Production Plan,sensor_payload,Sensor / Camera,155,131.891,fac_5411779a43,푸른광학 주식회사,세종특별자치시,장군면,C,0.496,0.862,1650,1239,0.12,normal public-data uncertainty,grid_zone_2fbe3086,0.388,0.759,fac_priority_38de94e360,유콘시스템 / UCONSYSTEM · 대전 본사 / 생산기지 가정,대전 본사 / 생산기지 가정,8.2,pending_shortlist_route,top capacity/risk/logistics candidate before expensive road-route matrix expansion
baseline,Baseline Production Plan,sensor_payload,Sensor / Camera,156,131.868,fac_8e0a032d04,밀레니엄옵틱칼시스템(주),경기도,파주시,C,0.573,0.842,1950,1073,0.12,normal public-data uncertainty,grid_zone_bfcc2516,0.716,0.556,fac_priority_ee105ea137,에이럭스 / ALUX · 도봉 공식 사업장 / 제조 인프라 확인 필요,도봉 공식 사업장 / 제조 인프라 확인 필요,27.4,pending_shortlist_route,top capacity/risk/logistics candidate before expensive road-route matrix expansion
baseline,Baseline Production Plan,sensor_payload,Sensor / Camera,157,131.855,fac_97da5094ac,(주)에이치비테크놀러지,충청남도,아산시,B,0.624,0.832,2225,1412,0.12,normal public-data uncertainty,grid_zone_2d0a6a6a,0.579,0.641,fac_priority_38de94e360,유콘시스템 / UCONSYSTEM · 대전 본사 / 생산기지 가정,대전 본사 / 생산기지 가정,74.4,pending_shortlist_route,top capacity/risk/logistics candidate before expensive road-route matrix expansion
baseline,Baseline Production Plan,sensor_payload,Sensor / Camera,158,131.825,fac_dea8cb98c2,(주)경봉,경기도,안양시,C,0.61,0.832,2150,1192,0.12,normal public-data uncertainty,grid_zone_bfcc2516,0.71,0.56,fac_priority_a2d8939ba2,유비파이 / UVify · 의왕 연구소 / 생산기지,의왕 연구소 / 생산기지,5.0,pending_shortlist_route,top capacity/risk/logistics candidate before expensive road-route matrix expansion
baseline,Baseline Production Plan,sensor_payload,Sensor / Camera,159,131.795,fac_873c310c4b,(주)오토닉스,인천광역시,연수구,C,0.589,0.832,1875,1355,0.12,normal public-data uncertainty,grid_zone_4f20da2a,0.435,0.73,fac_priority_d14c61f1b0,파블로항공 / PABLO AIR · 송도 제조센터,송도 제조센터,6.8,pending_shortlist_route,top capacity/risk/logistics candidate before expensive road-route matrix expansion
baseline,Baseline Production Plan,sensor_payload,Sensor / Camera,160,131.771,fac_615729e2ac,프로스타,경기도,화성시,C,0.588,0.847,1875,1035,0.12,normal public-data uncertainty,grid_zone_bfcc2516,0.713,0.558,fac_priority_f1709ef7e1,프리뉴 / PRENEU · 안산 Manufacturing Center,안산 Manufacturing Center,13.2,pending_shortlist_route,top capacity/risk/logistics candidate before expensive road-route matrix expansion
baseline,Baseline Production Plan,sensor_payload,Sensor / Camera,161,131.765,fac_66fe27ee3a,영남정보통신(주),경상북도,포항시,C,0.535,0.862,1600,1118,0.12,normal public-data uncertainty,grid_zone_e6011691,0.474,0.706,fac_priority_d8652de781,본AI · 상주 생산공장,상주 생산공장,9.8,pending_shortlist_route,top capacity/risk/logistics candidate before expensive road-route matrix expansion
baseline,Baseline Production Plan,sensor_payload,Sensor / Camera,162,131.765,fac_76626cc2ed,아주스틸(주),경상북도,구미시,C,0.6,0.832,2025,1423,0.12,normal public-data uncertainty,grid_zone_e6011691,0.468,0.71,fac_priority_d8652de781,본AI · 상주 생산공장,상주 생산공장,53.2,pending_shortlist_route,top capacity/risk/logistics candidate before expensive road-route matrix expansion
baseline,Baseline Production Plan,sensor_payload,Sensor / Camera,163,131.764,fac_a255f330d6,우리화인켐 주식회사,경기도,연천군,C,0.561,0.842,1825,1004,0.12,normal public-data uncertainty,grid_zone_bfcc2516,0.716,0.556,fac_priority_a2d8939ba2,유비파이 / UVify · 의왕 연구소 / 생산기지,의왕 연구소 / 생산기지,15.9,pending_shortlist_route,top capacity/risk/logistics candidate before expensive road-route matrix expansion
baseline,Baseline Production Plan,sensor_payload,Sensor / Camera,164,131.754,fac_e8ffa547f9,(주)미크론,경상북도,김천시,C,0.558,0.832,1900,1335,0.12,normal public-data uncertainty,grid_zone_e6011691,0.468,0.71,fac_priority_d8652de781,본AI · 상주 생산공장,상주 생산공장,9.1,pending_shortlist_route,top capacity/risk/logistics candidate before expensive road-route matrix expansion
baseline,Baseline Production Plan,sensor_payload,Sensor / Camera,165,131.718,fac_25bd17e4d1,(주)피앤지머터리얼즈 2공장,경기도,화성시,C,0.582,0.847,1900,1049,0.12,normal public-data uncertainty,grid_zone_bfcc2516,0.713,0.558,fac_priority_f1709ef7e1,프리뉴 / PRENEU · 안산 Manufacturing Center,안산 Manufacturing Center,1.4,pending_shortlist_route,top capacity/risk/logistics candidate before expensive road-route matrix expansion
baseline,Baseline Production Plan,sensor_payload,Sensor / Camera,166,131.714,fac_a602b932cb,유원이엔씨 주식회사,부산광역시,사하구,C,0.474,0.873,1325,976,0.12,normal public-data uncertainty,grid_zone_c6caac65,0.413,0.744,fac_priority_7660b03367,대한항공 항공우주사업본부 · 대한항공 테크센터,대한항공 테크센터,13.3,pending_shortlist_route,top capacity/risk/logistics candidate before expensive road-route matrix expansion
baseline,Baseline Production Plan,sensor_payload,Sensor / Camera,167,131.697,fac_52cf3841f6,(주)아림지앤코,경상남도,창원시,C,0.575,0.827,1900,1363,0.12,normal public-data uncertainty,grid_zone_a1097f3c,0.443,0.725,fac_priority_7660b03367,대한항공 항공우주사업본부 · 대한항공 테크센터,대한항공 테크센터,26.2,pending_shortlist_route,top capacity/risk/logistics candidate before expensive road-route matrix expansion
baseline,Baseline Production Plan,sensor_payload,Sensor / Camera,168,131.685,fac_16b2aeb79f,유니코스(주),대전광역시,유성구,C,0.561,0.812,1875,1409,0.12,normal public-data uncertainty,grid_zone_ed9208b5,0.389,0.759,fac_priority_38de94e360,유콘시스템 / UCONSYSTEM · 대전 본사 / 생산기지 가정,대전 본사 / 생산기지 가정,11.5,pending_shortlist_route,top capacity/risk/logistics candidate before expensive road-route matrix expansion
baseline,Baseline Production Plan,sensor_payload,Sensor / Camera,169,131.67,fac_147b135e5f,(주)오션네트웍스,경상북도,포항시,C,0.514,0.842,1525,1065,0.12,normal public-data uncertainty,grid_zone_e6011691,0.474,0.706,fac_priority_d8652de781,본AI · 상주 생산공장,상주 생산공장,7.3,pending_shortlist_route,top capacity/risk/logistics candidate before expensive road-route matrix expansion
baseline,Baseline Production Plan,sensor_payload,Sensor / Camera,170,131.609,fac_620c018108,오리엔트(주),서울특별시,금천구,C,0.518,0.842,1725,1190,0.12,normal public-data uncertainty,grid_zone_3964bd52,0.489,0.697,fac_priority_5daa57ca08,아쎄따 / ASSETTA · 인천 연구소/공장,인천 연구소/공장,18.5,pending_shortlist_route,top capacity/risk/logistics candidate before expensive road-route matrix expansion
baseline,Baseline Production Plan,sensor_payload,Sensor / Camera,171,131.559,fac_68b4b3b0b7,(주)아이피캠프,경상남도,진주시,C,0.512,0.873,1700,1210,0.12,normal public-data uncertainty,grid_zone_a1097f3c,0.453,0.719,fac_priority_7660b03367,대한항공 항공우주사업본부 · 대한항공 테크센터,대한항공 테크센터,79.5,pending_shortlist_route,top capacity/risk/logistics candidate before expensive road-route matrix expansion
baseline,Baseline Production Plan,sensor_payload,Sensor / Camera,172,131.529,fac_91a5ad9fbd,서울전자통신,서울특별시,송파구,C,0.537,0.862,1600,1104,0.12,normal public-data uncertainty,grid_zone_3964bd52,0.489,0.697,fac_priority_f1709ef7e1,프리뉴 / PRENEU · 안산 Manufacturing Center,안산 Manufacturing Center,16.6,pending_shortlist_route,top capacity/risk/logistics candidate before expensive road-route matrix expansion
baseline,Baseline Production Plan,sensor_payload,Sensor / Camera,173,131.481,fac_585de9ea47,(주)모아,경기도,군포시,C,0.562,0.862,1750,963,0.12,normal public-data uncertainty,grid_zone_bfcc2516,0.716,0.556,fac_priority_a2d8939ba2,유비파이 / UVify · 의왕 연구소 / 생산기지,의왕 연구소 / 생산기지,11.4,pending_shortlist_route,top capacity/risk/logistics candidate before expensive road-route matrix expansion
baseline,Baseline Production Plan,sensor_payload,Sensor / Camera,174,131.47,fac_60c8c9d3cf,우성정밀,경기도,안산시,C,0.557,0.862,1775,977,0.12,normal public-data uncertainty,grid_zone_bfcc2516,0.716,0.556,fac_priority_f1709ef7e1,프리뉴 / PRENEU · 안산 Manufacturing Center,안산 Manufacturing Center,14.0,pending_shortlist_route,top capacity/risk/logistics candidate before expensive road-route matrix expansion
baseline,Baseline Production Plan,sensor_payload,Sensor / Camera,175,131.427,fac_de6b8b55ce,하이콤주식회사,부산광역시,금정구,C,0.489,0.842,1650,1221,0.12,normal public-data uncertainty,grid_zone_c6caac65,0.407,0.748,fac_priority_ffb4309405,피앤유드론 / PNU Drone · 부산 제1공장,부산 제1공장,6.9,pending_shortlist_route,top capacity/risk/logistics candidate before expensive road-route matrix expansion
baseline,Baseline Production Plan,sensor_payload,Sensor / Camera,176,131.419,fac_25cafd05ef,(주)아이.피.에스.시스템,경기도,과천시,C,0.558,0.862,1875,1032,0.12,normal public-data uncertainty,grid_zone_bfcc2516,0.716,0.556,fac_priority_a2d8939ba2,유비파이 / UVify · 의왕 연구소 / 생산기지,의왕 연구소 / 생산기지,9.2,pending_shortlist_route,top capacity/risk/logistics candidate before expensive road-route matrix expansion
baseline,Baseline Production Plan,sensor_payload,Sensor / Camera,177,131.417,fac_29777b044f,영동제약(주),경기도,용인시,C,0.606,0.832,2075,1150,0.12,normal public-data uncertainty,grid_zone_bfcc2516,0.71,0.56,fac_priority_f1709ef7e1,프리뉴 / PRENEU · 안산 Manufacturing Center,안산 Manufacturing Center,7.7,pending_shortlist_route,top capacity/risk/logistics candidate before expensive road-route matrix expansion
